,horario,local,texto,relevancia
34,2020-08-21 11:37:42,,"RT @fe_fernandinhaa: Só era um limão do Portuga, depois partir pro baile,mas essa chuva é fodaaaaa",1
35,2020-08-21 11:35:59,Pilar,"Só era um limão do Portuga, depois partir pro baile,mas essa chuva é fodaaaaa",1
36,2020-08-21 11:31:27,Pilar,"Chuva dessa,bglh é ficar deitadinha",1
37,2020-08-21 11:17:47,"Maceió, Brasil","Só observo no insta, twitter etc povo postando com roupa de frio, 2°C, etc no Brasil. Aqui na minha cidade 26°C nublado e calor kkkkk, chove as vezes, mas fica abafado/calor kkk Quero experimentar o frio de 15°C, 5°C etc 😜",0
38,2020-08-21 11:00:31,"Maceió, Brasil",Maceió calor do inferno mesmo com chuva,1
39,2020-08-21 10:55:42,"Alagoas, Brasil",Quando chove 2min aqui em Maceió https://t.co/eA9bXx8bfG,0
40,2020-08-21 10:49:06,Vênus,"RT @isabellferreir: não choveu a semana toda, aí chega na sexta, só chuva😑😑",0
41,2020-08-21 10:47:44,"Maceió, Brasil",o dia hj será de muita chuva,1
42,2020-08-21 10:32:28,"Maceió, Brasil",será que tem UM dia que não chove em maceió?,1
43,2020-08-21 10:30:55,"Maceió, Brasil","não choveu a semana toda, aí chega na sexta, só chuva😑😑",1
44,2020-08-21 09:53:28,"Maceió, Alagoas",@thominhassssss o fato que eles tão todo molhado na chuva e ela SE SENTA NO CHÃO,0
45,2020-08-21 09:23:39,Brasil - Cidade do Samba,"💡Não deixem de pensar sobre!👇🏿 💭 
Dois agricultores oraram a DEUS por meses e meses pedindo que chovesse, pois estavam passando por uma seca terrível, mas apenas um deles preparou o campo pra receber a chuva.
Qual… https://t.co/xdsTdD6kAU",0
46,2020-08-21 09:17:51,"Maceió, Brasil","essa semana planejei de ir ao centro hoje
chegou hoje: chuva! q delicia 😍",1
47,2020-08-21 09:14:51,"Alagoas, Brasil",amo que quando marco de sair chove,1
48,2020-08-21 08:59:14,Maceió,"Chuva
Máscara
Vento
Calor
Bicicleta 
Óculos 
Embaçou

Deus me ajude a não atropelar ninguém",1
49,2020-08-21 08:56:03,Maceió,Em pleno 2020 e ainda não inventaram um para-brisa pra óculos. Como é que o cegueta sai na chuva?!,0
50,2020-08-21 08:46:06,Maceió,Sextou com S de ~se molhei~ na chuva ao vir de moto para o trabalho,1
51,2020-08-21 07:23:59,"Maceió, Brasil",acordei no meio da noite com chuva na cara e meu cérebro achou ok me deixar acordada sem voltar a dormir,0
52,2020-08-21 01:38:36,"Alagoas, Brasil","Se a chuva é purificação, então deixa molhar",0
53,2020-08-21 01:26:51,"Maceió, Brasil","RT @dayvdiario: A internet subiu pela parede, veio a chuva forte e a derrubou",1
54,2020-08-21 01:20:49,maceió,vontade de juntar todas as pessoas que usam máscara no queixo ou com o nariz pra fora e sair rodando de punho fechado que nem uma beyblade dando chuva de soco nesses filha da puta,0
55,2020-08-21 01:15:39,,"RT @dayvdiario: A internet subiu pela parede, veio a chuva forte e a derrubou",1
56,2020-08-21 01:14:08,"Maceió, Brasil","A internet subiu pela parede, veio a chuva forte e a derrubou",1
57,2020-08-21 00:09:33,"Maceió, Brasil","Semana passada comecei a assistir the rain
Hoje entrei correndo no carro com medo de pegar corona pela chuva https://t.co/f8S3QtfBh6",0
58,2020-08-20 23:30:27,Maceió ,E ainda por cima tomei banho de chuva...,0
59,2020-08-20 23:09:41,"Maceió, Brasil","Esse frio, essa chuva. 🌝",1
60,2020-08-20 22:46:26,"Maceió, Brasil","Não fui treinar hoje, mas a corridinha com chuva na orla, teve",0
61,2020-08-20 22:11:08,"Alagoas, Brasil","eu tenho uma amiga que sempre me levou pra uns roles muito aleatórios. tava lembrando aqui que a gente tava indo pra uma festa, numa chuva da peste, a rua alagou, o Uber não passava e a gente muito garota resolveu atravessar a rua mesmo assim. resultado: quase caí num bueiro ✌🏼",0
62,2020-08-20 21:09:16,"Maceió, Brasil",deitar na rede e ouvir los hermanos em tempo de chuva é simplesmente tudo,1
63,2020-08-20 20:55:22,"Alagoas, Brasil","Eu tenho sonho em beijar debaixo de um clima de chuva e trovoadas ou então na virada de um ano pra outro

Nunca me aconteceu isso, só quando em durmo",0
64,2020-08-20 20:48:10,"Maceió, Alagoas","O treino flopou mas teve corridinha em baixo de chuva hein, to sentindo q o troféu de musa veeeem 🌚",0
65,2020-08-20 19:45:54,"Maceió, Brasil","Como se já não bastasse o trânsito, agora vem a chuva 😭😭😭",1
66,2020-08-20 19:07:11,Pilar ,Chove e a Globo para,1
67,2020-08-20 18:43:07,Salvador/Maceió,sofrendo por nada nem por ninguém ao som de éramos chuva entendam o conceito,0
68,2020-08-20 13:41:11,"Maceió, Brasil","A gente só queria uma chuva pra refrescar, não pra derrubar as casas",1
69,2020-08-20 11:56:57,Pilar,"Tava de boas no quentinho,minha sogra pediu pra mim ir buscar ela com o guarda chuva,quando cheguei lá,a porra da chuva para,que raiva kkkkk",0
70,2020-08-20 11:04:28,Maceió,Tbt de ir a praia e levar um banho de chuva kkkk ✌ https://t.co/jSsCWqkQ2T,0
71,2020-08-20 00:03:33,"Maceió, Brasil",Viver não é esperar a tempestade passar. É aprender a dançar na chuva.,0
72,2020-08-19 23:11:10,"Maceió, Brasil","Teus sinais
Me confundem da cabeça aos pés
Mas por dentro eu te devoro
Teu olhar
Não me diz exato quem tu és
Mesmo assim eu te devoro.

Te devoraria a qualquer preço
Porque te ignoro ou te conheço
Quando chove ou quando faz frio.",0
73,2020-08-19 22:39:55,"Maceió, Brasil",Kawhi vai tirar o cavalinho do Dallas da chuva,0
74,2020-08-19 20:12:33,"Alagoas, Brasil",fico pairando entre o mood de ouvir o barulho de chuva e o barulho de marteladas contra um portão de ferro,0
75,2020-08-19 19:33:59,"Maceió, Brasil","""Chuva de granizo cobre de gelo plantações no sul de Minas Gerais""  https://t.co/YwnufIilg4",0
76,2020-08-19 17:07:01,"Maceió, Brazil","menina do céu, coloquei barulho de chuva e dormi feito um babyyyy",0
77,2020-08-19 16:43:57,"Maceió, Brasil","@balial963 @ghulehmonster é o costume né kkk Eita que sonho, mas aí a temperatura é mais baixa essa época né? parece muito com aqui, só fica mais ameno quando chove kkk",0
78,2020-08-19 15:40:20,Maceió AL / Brasil,"@MadeirosRomeu Deus do universo, Chuva de POG pra esse menino!",0
79,2020-08-19 11:35:43,,COBRIRAM UM CORPO MORTO COM GUARDA-CHUVA E VOLTARAM A FUNCIONAR,0
80,2020-08-19 10:15:48,"Maceió, Brasil","Há dias que o vento não sopra, que o sol não aquece como de costume, que a chuva se forma nas nuvens mas não cai, enfim, nada se completa, e, eu to assim, de mesma forma, incompleto...",0
81,2020-08-19 08:55:51,"Alagoas, Brasil","@diogo_p_d @DItcak @Metro_Litoral nem seca ta tendo, só chuva pa carai",0
82,2020-08-19 06:58:01,"Maceió, Brasil",@marqzin Eu coloco sim de chuva no yt. Ajuda,0
83,2020-08-19 00:03:33,"Maceió, Brasil","@TeaWithBerna Pra gente que é do nordeste já é diferente, pq o calor é demais e os sertanejos nem se mede a alegria quando chove",0
84,2020-08-18 22:24:58,,"Do nada uma chuva em Maceió
Dps do nada um calor da peste",0
85,2020-08-18 21:59:07,Maceió,"Chuva : a

Sky : não quero mais pegar",0
86,2020-08-18 21:43:32,"Maceió, Brasil",Eita chuva da,1
87,2020-08-18 21:39:31,Maceió,"CHUVA DA...

#SérieB #CRBxBRA 
#AvanteRegatas #VamosSubirGalo",1
88,2020-08-18 21:38:57,"Maceió, Brasil",tô enxergando nada com essa chuva,1
89,2020-08-18 20:58:53,"Maceió, Brasil",Sem pai e nem mãe na chuva. Realidade implacável.  Tem q contratar.,0
90,2020-08-18 20:36:22,Maceió ,qnd tava chegando do pedal caiu uma chuva mto forte foi uma delícia,0
91,2020-08-18 20:23:03,"Alagoas, Brasil",Ai o cara assiste um jogo da peste à tarde ai agora to assistindo um racha na chuva. Bora csa da peste ganha esse cranco,1
92,2020-08-18 19:57:13,"Maceió, Brasil",esse carai já tá todo improvisado e agr cm essa chuva véi tmnc,1
93,2020-08-18 19:55:09,"Maceió, Brasil","não já basta o time tá todo improvisado,ainda tem a merda dessa chuva pra ajudar😍😍",1
94,2020-08-18 19:37:26,"Alagoas, Brasil","@portaljga @Joaoguiavila Chuva
#MPN #JoaoGuilherme #JoaoGuilhermeStyle #JoaoEJade #Enaldinho #LorenaQueiroz #BrunaMarquezineInspiracao #PablloVittar #Bambole",0
95,2020-08-18 14:59:36,"Maceió, Brasil","eu odeio n ter condições de criar outro cachorro, me doi toda vez q chove",0
96,2020-08-18 12:34:05,Alagoas🌵,Chuva de arroz??? https://t.co/3RhcvW0M4h,0
97,2020-08-18 09:57:46,"Maceió, Brasil","@lenycatia @ThRod @correio Imagina 57mil pessoas percorrendo as ruas do Brasil inteiro entregando cartas e encomendas de casa em casa, na chuva ou no sol, com um peso enorme nas costas e risco constante de ser assaltado
Agora imagina essas pessoas tendo benefícios cortados e salários reduzidos e ainda +",0
98,2020-08-18 09:43:29,"Alagoas, Brazil",a chuva da vitoria vai reinar no fim 🌈🌈🌈🌈🌈🌈🌈🌈,0
99,2020-08-18 09:36:26,"Ibirama, Brasil","RT @tehlopess: @IrlanLopess Ainda colocou barulho de chuva na tv, adorei dormi assim. 🥰",0
