,horario,local,texto,relevancia
35,2020-08-21 19:40:36,"João Pessoa, Paraíba",@brallanovd @onlyotew @noxmars Em chuva de grelo tu se abriga com medo 😔,0
36,2020-08-21 19:37:26,Jpa,"A mulher não tem um minuto de paz nem nessa chuva, não aguento esses machos",1
37,2020-08-21 18:55:39,"João Pessoa, Brasil","@YWalter Desligo quando chove forte e embaça um pouco o vidro, pra pensar melhor.",0
38,2020-08-21 18:18:44,"João Pessoa, Brasil",@Edsonde01058407 @BoyJPBancarios Não era chuva de leite?,0
39,2020-08-21 18:00:50,"João Pessoa, Brasil",@guilhermesousa eu nem consegui assistir e toda vez q  chove eu lembro da cena q vi no trailer.,0
40,2020-08-21 16:26:15,João Pessoa - PB,frente fria em jp é essa chuva ai?,1
41,2020-08-21 16:18:01,jpa ,Na HR de ir embora essa chuva caiu firme que raiva 🤬,1
42,2020-08-21 13:36:00,"Campina Grande, Paraíba","A chuva impediu o pedal de hj! Vamos de foto velha mesmo! 😁
#gopro #goprobrasil #gopromax #fitness #allblackcc #bicycle #roadcycling #love #iamspecialized #specialized #instabike #pedaispelobrasil #pedaisdejampa… https://t.co/Cn2CFTYoGF",1
43,2020-08-21 13:07:39,João Pessoa - PB,Neve no sul do país e por aqui nem com chuva a temperatura diminui.,1
44,2020-08-21 12:59:30,"João Pessoa, Brasil","@gabifernas Que nada, mo tempo de chuva... Quero vê domingo",0
45,2020-08-21 12:37:33,"João Pessoa, PB, Brasil ","@ViviCanassa Boa tarde, Vivi. Em Jampa, tá frio, mas sem chuva 

#ForaBolsonaro",0
46,2020-08-21 12:09:45,,"RT @brunnacom2nns: que chuva
que preguiça",1
47,2020-08-21 11:48:43,Paraíba,Academia do Guarda-Chuva põe Marinho de capitão e vence Rodada #4 da Liga do ge Paraíba | #CartolaFC | #geparaiba https://t.co/NMWB9fRBnW,0
48,2020-08-21 11:05:06,"João Pessoa, Brasil",centro de João Pessoa às 11:00 + chuva + mormaço = agonia,1
49,2020-08-21 10:57:42,"João Pessoa, Brasil",tempinho de chuva bom pra ficar de cama olhando pro teto pq aqui bate um vento e a internet cai,1
50,2020-08-21 10:53:25,"João Pessoa, Brasil",Virei a própria dona de casa pois feliz com a chuva e ao mesmo tempo chateada porque não posso colocar roupa para lavar,1
51,2020-08-21 10:33:59,"Paraíba, Brasil","De novo o piercing foi adiado devido a chuva, mas segunda vou acompanhada pelo menos, pq só essa semana fui duas vezes lá e deu errado por motivos diferentes",1
52,2020-08-21 10:26:45,"João Pessoa, Brasil","joao pessoa e sua bipolaridade climática, não se decide se chove ou se faz sol af",1
53,2020-08-21 10:25:30,the greatest city in the world,"RT @brunnacom2nns: que chuva
que preguiça",1
54,2020-08-21 10:19:39,parahyba,@noxmars tanto potencial em ser outras coisas p ser conhecida pela chuva de grelo,0
55,2020-08-21 10:17:12,"João Pessoa, Brasil",Ler em dias de chuva aumentam o prazer de ler 1000x,1
56,2020-08-21 10:14:24,"João Pessoa, Brasil",Sexta feira de chuva = tudo pra mim,1
57,2020-08-21 10:02:47,"João Pessoa, Brasil","que chuva
que preguiça",1
58,2020-08-21 10:01:23,"João Pessoa, Paraíba","@marorodrigues por isso no fim do dia deu aquela chuva, anunciação de um milagre",0
59,2020-08-21 09:58:48,"João Pessoa, Brasil","Assistir aula de sus, deitada, c chuva, de manhã é pedir p dormir",1
60,2020-08-21 09:48:05,"João Pessoa, PB","Chuva: A
Eu: Monocromia - Lorena Chaves",1
61,2020-08-21 09:45:41,"João Pessoa, Brasil",a chuva derrubou a internet da professora #triste,1
62,2020-08-21 09:41:42,"João Pessoa, Brasil",tudo que eu queria era essa chuva,1
63,2020-08-21 09:36:52,"João Pessoa, Brasil",sexta já é difícil de prestar atenção com chuva...,1
64,2020-08-21 09:31:56,"João Pessoa, Brasil","@fuckngrockwell sul: neve
nordeste: chuva torrencial",1
65,2020-08-21 09:24:13,"Paraíba, Brasil","João Pessoa resolveu se amostrar hoje! 
Chuva, vento e frio. 
Pra que isso minha gente?",1
66,2020-08-21 09:20:21,"João Pessoa, Brasil",Chuva em João Pessoa.,1
67,2020-08-21 09:14:17,"João Pessoa, Brasil",Bom dia com muita chuva.,1
68,2020-08-21 09:08:46,"João Pessoa, Brasil","@TVolfi Esquece toto no máximo vai ser uma geada kkkkkkkkkkk eu cai nesse conto, eu fiquei um ano aí o mais próximo de neve que eu tive foi chuva de granizo estando na rua meu tio ""Douglas vai nevar"" parece a Ferrari me iludindo",0
69,2020-08-21 09:06:40,"João Pessoa, Brasil","Toda vez que eu falo que vou pra praia com Priscila, chove 😭",1
70,2020-08-21 08:44:09,João Pessoa - PB - Brasil,Meu nariz é o melhor metereologista do mundo! Amanheceu escorrendo? Vem chuva por aí... certeiro!,1
71,2020-08-21 08:36:38,João Pessoa - PB,"Frente fria no Brasil.

João Pessoa: did you mean ""chuva""?",1
72,2020-08-21 08:33:37,"João Pessoa, Brasil",Para completar levo um banho de chuva,1
73,2020-08-21 08:31:03,"João Pessoa, Brasil","@edoardamarea kkkkkkkkkkkk saiu só a chuva, mas tenho fé",1
74,2020-08-21 08:30:11,João Pessoa - PB,"tava nem chovendo, quando da a hora de sair vem o toró de chuva do nada, q ódio",1
75,2020-08-21 08:30:04,"João Pessoa, Brasil",meu deus que chuva boa,1
76,2020-08-21 08:23:03,"João Pessoa, Brasil","João Pessoa não tem clima definido 
Ontem sol 
Hoje chuva",1
77,2020-08-21 08:21:37,João Pessoa,Bom dia com muita chuva 🌧,1
78,2020-08-21 08:21:00,"João Pessoa, PB","Minhas plantinhas agradecem essa chuva. 🌿

Por sinal achei que a temporada de chuvas já tinha acabado.",1
79,2020-08-21 08:13:45,"João Pessoa, Brasil","não não po, faz um calor do caralho de noite e agora chove o dia todo mesmo, parabéns parabéns",1
80,2020-08-21 08:13:25,João Pessoa - Paraíba - Brasil,"Acordei, um sol danado, agora tá escuro como se fosse cair o mundo em chuva",1
81,2020-08-21 07:59:41,Joao pessoa,Pedalada com chuva hj foi so o ouro!,1
82,2020-08-21 07:45:42,João Pessoa-PB,"Acordei cedo e, graças a Deus, não me nevou. Só chove mesmo e faz frio! https://t.co/inLTuwPdaz",1
83,2020-08-21 07:03:19,João Pessoa - PB,Bom dia de chuva☔,1
84,2020-08-21 06:50:45,"João Pessoa, Paraíba",acordei por causa do barulho da chuva de tão forte que tava!!!!!,1
85,2020-08-21 02:53:14,"João Pessoa, Brasil","Aqui estou eu, conversando com a chuva",1
86,2020-08-21 02:44:37,Parahyba,Chove chuva https://t.co/4qVtdFH4xM,1
87,2020-08-21 00:15:36,"Brasil, paraiba ","@Brunomurl @2005Ricardol Sim, é fato que ocorrem geadas e até nevadas no Sul anualmente, mas primeiro: essa neve de hoje, as frentes frias, as chuvas gélidas e as geadas que estão acontecendo não são devido a estação do ano, mas sim a uma massa de ar frio (dita como HISTÓRICA) originada na Antártida.",0
88,2020-08-21 00:05:26,"João Pessoa, Brasil","Se tem um humorista da minha terra que dou valor é @renandaresenha show debaixo de chuva e valeu a pena, garantiu meu riso do dia",1
89,2020-08-21 00:02:39,"João Pessoa, PB, Brasil.",Expectativa: onda de frio no Brasil. Realidade em João Pessoa: 24 graus e chuva chata que molha as roupas que estão no varal.,1
90,2020-08-21 00:01:19,"Paraíba, Brasil","@_immariee amg
até chuva ta difícil de encontrar por aqui, quem dirá neve",0
91,2020-08-20 23:57:35,"João Pessoa, Brasil",tenho medo de chuva,0
92,2020-08-20 23:48:14,"João Pessoa, Brasil",@dudamrb aproveitando o barulhinho da chuva,1
93,2020-08-20 23:29:12,"Paraíba, Brasil",@sthe_ol Amiga eu juro que não escutei a chuva,1
94,2020-08-20 23:18:21,João Pessoa - PB,"Chuva: A
Eu: 
└Pasta de Músicas
└Pasta de arquivo Só As Mais Tristes
└Pasta de arquivo Tristeza e Madrugada
└ Pasta de arquivo The National Discography
https://t.co/1FAWtWyvYv",1
95,2020-08-20 22:52:09,"João Pessoa, Brasil",Eu amo dormir com esse barulho de chuva,1
96,2020-08-20 22:48:45,João Pessoa - PB,E essa chuva... do nada? 🙄🙄🙄,1
97,2020-08-20 22:36:04,"João Pessoa, Brasil","Se jogarem água em cima de casa a internet diz, eita é chuva, vou parar de funcionar",0
98,2020-08-20 22:32:12,"João Pessoa, Brasil","chuva do carai, tomei no rabo",1
99,2020-08-20 22:22:19,"João Pessoa, Brasil",@amana_chuva mas às vezes isso é culpa do torrent kkk,1
