,horario,local,texto,relevancia
20,2020-08-21 16:00:52,"Salvador, Bahia","Olhem para o céu durante todo o dia 23, teremos uma chuva de estrelas cadentes!! Aiaiai, acho que uma delas vai cair bem na minha cabeça!!☄️🌌🤔",0
21,2020-08-21 15:58:33,"Salvador, Brasil",tá rolando chuva de contratação dos meu colegas do curso ❤️ graças a Deus https://t.co/6HFvmAO8sF,0
22,2020-08-21 15:18:59,"Não-Me-Toque, Brasil",@Carollopesduart Trabalhando como entregador de bike e AMO FRIO E CHUVA 💖,0
23,2020-08-21 15:08:39,Bahia ,Aqui nunca teve nem sinal de chuva.. veja lá neve https://t.co/WY8p4BzxDz,0
24,2020-08-21 15:04:49,"Salvador, Brasil",@gabriellacgomes a gente paga internet pra passar cada inveja (branca)... vai que chove vai dizer que foi eu.. :P,0
25,2020-08-21 14:50:54,"Eunápolis, Brasil","RT @Yasyasmin_: chuva: a
frio: b
eu: A mimir😴😴😴😴😴",0
26,2020-08-21 14:50:26,,"RT @Yasyasmin_: chuva: a
frio: b
eu: A mimir😴😴😴😴😴",0
27,2020-08-21 14:46:55,"Salvador, Brasil",@Liamolotov A gente não tem estrutura pra chuva que dirás neve,0
28,2020-08-21 14:41:06,bahia,"chuva: a
frio: b
eu: A mimir😴😴😴😴😴",0
29,2020-08-21 14:34:48,,@lmjfox Inclusive saudades da chuva e do frio já.,0
30,2020-08-21 14:09:27,"Salvador, Brasil",E a melhor dica é uma chuva dourada pq aí vai ser obrigado a trocar,0
31,2020-08-21 13:51:48,"Salvador, Brasil",Baba na Chuva ☔ é Infância Raiz sem Criminalidade 🥰Que Saudade https://t.co/i96mLV2oq2,0
32,2020-08-21 12:34:51,"Salvador, Brasil","@Liamolotov Minha filha kkkkkkk odeio calor e outra, esse inverno tá podre, nem chover chove",1
33,2020-08-21 12:14:55,"Bahia, Brasil","@alexaandre_d já mando, ela é simples, tem a imagem do guarda chuva e a trompa azul com o ""legen- wait for it- dary""",0
34,2020-08-21 12:11:34,"Bahia, Brasil",@g1 Chuva congelada 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,1
35,2020-08-21 12:02:29,"Salvador, BA","o dia seguinte de atualização do sistema é sempre a mesma coisa

chove procurador me ligando",1
36,2020-08-21 11:47:18,"Salvador, Brasil","a gente carrega o céu no peito
por isso de vez em quando a gente chove.",1
37,2020-08-21 11:12:27,"Bahia, Brasil",@madumd1 Por isso a chuva,0
38,2020-08-21 11:02:34,"Salvador, Brasil",@dragtommo Achei o filme um cu cagando na chuva amg mas as pessoas gostam do livro vou tentar ler dps,1
39,2020-08-21 10:55:00,Salvador - BA - Brazil,"@vieneinpace Depende da região, aqui no Nordeste piso frio é extremamente comum pq não tem inverno, só verão com chuva e verão sem chuva",0
40,2020-08-21 10:10:07,"Salvador,Bahia","@Sapalizei E ah!
Salvador é extremamente bipolar, ao mesmo tempo que cai o mundo e chove de horror, abre o sol de rachar lkkkkkkk",0
41,2020-08-21 10:08:59,"Salvador,Bahia","@Sapalizei Oh, Salvador é da seguinte forma:
Dezembro até março: inferno 
Março até setembro: subimos um pouco do inferno e encontramos chuva e um pouco de temperatura amena 
Setembro até dezembro: Pré inferno",1
42,2020-08-21 10:04:40,"Bahia, Brasil",A CHUVA CAI A RUA INUNDA,1
43,2020-08-21 09:55:29,Salvador,@carolvvilela1 Já existe! Capa de chuva descartável! 😂,1
44,2020-08-21 09:42:04,"Salvador, Bahia, Brasil","@mari_kel Aqui em Salvador, está nublado nada de chuva!",0
45,2020-08-21 09:39:04,"Bahia, Brasil","@KelinhaAssis Bom diaaaa... Tô em SP, chuva e frio...
Mas já já volto pro calor da Bahia!! 😊",0
46,2020-08-21 09:05:12,Salvador - Bahia - Brasil ,"Especialistas dizem a princípio que residentes ao longo da Costa do Golfo, do norte do #México até a Flórida, devem ficar atentos a chuvas torrenciais. Quanto aos furacões, estamos em 2020, então, tudo pode acontecer.https://t.co/DlWQjFXnOd",1
47,2020-08-21 08:46:07,"Salvador, Brasil","Vizinhos pq vcs odeiam a Pri atoa? Sempre gostei dela. Não achei o motivo pra esse ódio todo, essa chuva de indiretas, enfim... Alguém me explica?",1
48,2020-08-21 08:32:44,"Salvador, Brasil",eu queria o guarda chuva :(((( https://t.co/ZRa33EWeJa,1
49,2020-08-21 03:12:20,BAHIA,"@RaickTavares ""Embora a chuva me remeta tristeza e pensamentos voltado ao passado.
Existe uma beleza fria nela, um tom acinzentado que transforma a luz em sombra.
Uma sombra com gotas de esperança. ""
Mall Salvatore.",0
50,2020-08-21 02:57:55,Salvador/BA,Neve comendo no centro no Sivis e em Salvador só rola calor com sol e calor com chuva o ano todo,1
51,2020-08-21 02:42:16,"Salvador, Brasil",O quarto tá começando a ficar quente q já tá até me dando saudade dos dias de chuva,0
52,2020-08-21 02:24:37,Bahia/Brasil,#espaço #astrofísica: Chuva de meteoritos cai no sertão de Pernambuco e ... https://t.co/3dH9nB2ceL https://t.co/JBXaHg3C4e,0
53,2020-08-21 01:01:46,Salvador - Bahia,"@fefezinhaww DEURMILIVRE
eu já tô morrendo com esse frio , chuva e vento, tu quer me matar, garota? kkkkkk",1
54,2020-08-21 00:48:04,"Salvador, Brasil",@chellzinTarj4 ta chuvendo muito ai no pais que vc ta ?,0
55,2020-08-21 00:30:24,"Salvador, Brasil","@bryan97s sdds centro-oeste.

2016 fui fazer concurso em BSB e os 4 dias que fiquei dormi tão bem por causa da chuva e do friozinho...",1
56,2020-08-21 00:19:58,,@leninfranco @FPADomingues @ECBahia Bem a cara dela essa chuva de protocolos 😑,1
57,2020-08-21 00:15:16,"Salvador, Brasil",Night de guloseimas + netflix + chuva = 🤎,0
58,2020-08-20 23:35:19,"Salvador, Brasil",ouvindo quando a chuva passar e lembrando do dia que a parte boa da turma tava cantando várias musiquinhas e cleide entrou na sala bem na hora e amou,0
59,2020-08-20 23:11:37,"Salvador, Bahia","RT @galdea: .@wladowski relembrando esse link aí e eu aqui me perguntando pq raios ""raios e trovões, alagamentos e deslizamentos"" e granizo…",1
60,2020-08-20 23:03:27,"Salvador, Brazil",q chuva gostosa,0
61,2020-08-20 22:58:18,"Bahia, Brasil",aq nem chuva cai quanto mais neve 😭,0
62,2020-08-20 22:53:02,"Salvador, Brasil","@bryan97s pelo menos isso, dormir com o som da chuva é umas das coisas belas da vida 🥲",1
63,2020-08-20 22:46:48,"Salvador, Brazil","Outro detalhe que vai passar despercebido é a chuva. Campo tava pesada por conta da água e isso dificultou para os dois times, fora que do outro lado teve um bom goleiro.",0
64,2020-08-20 22:38:18,"Salvador, Bahia, Brazil","Só eu acho que o gramado de Pituaçu é ruim, pesado e duro? A bola rola com alguma dificuldade... Não é crítica à manutenção, só tipo de gramado mesmo. Hoje o bába rolou melhor pro @ECBahia no tapete do Morumbi, mesmo debaixo de muita chuva...",0
65,2020-08-20 22:26:25,"Bahia, Brasil","Já eu, já corri atrás debaixo de chuva e ainda fui sapecada de lama pelo próprio https://t.co/Q4CeITBgXR",1
66,2020-08-20 22:17:18,"Salvador, Bahia, Brasil",".@wladowski relembrando esse link aí e eu aqui me perguntando pq raios ""raios e trovões, alagamentos e deslizamentos"" e granizo, no 1º dia do ano, foi interpretado como um sinal de que seria um ano bom?🤔O céu de Salvador avisou e o mundo não quis ouvir
https://t.co/WGKRh6Gnd9",1
67,2020-08-20 22:04:35,Salvador,Quando eu fui recebi foi só chuva https://t.co/MZqMvwzljO,0
68,2020-08-20 22:00:34,"Bahia, Brasil",Time que bate escanteio curto no último lance do jogo com chuva caindo devia perder todos os pontos em disputa.,1
69,2020-08-20 21:51:22,"Salvador, Brasil","Quando a minha irmã ganhou o celular dela a primeira coisa q meu pai fez foi colar no carro 🗣🗣 ai dps de mt chuva o adesivo caiu e ele pegou a q veio no meu celular e colou por dentro, quem olha de fora acha q a gnt é burro pq a maça tá ao contrário KKKKKKKKKK https://t.co/WA60vwTgfi",0
70,2020-08-20 21:42:01,"Bahia, Brasil","Nevando em gramado! 😮
Que massa! O máximo que acontece aqui no nordeste é chuva de granizo, e quando acontece destrói tudo 😂😂😂",0
71,2020-08-20 21:31:36,Salvador-BA,"@mapavieira Saiam dessa chuva, vocês vão pegar covid-19. 😂😂😂",0
72,2020-08-20 21:23:29,"Salvador, Brasil","@arizinhasouza Não mesmo, tem que ser algo resistente a chuva ..",0
73,2020-08-20 21:13:28,"Salvador, Brasil",@mlavenere @andrepandadiniz @l_ladas @renatinhois @AdrianoCezak @PunkTrabalhador @soyyodeverdad @TheLucasLange Eu fiquei um tempinho na chuva!! Não sabia andar!! https://t.co/m5VFQEuuug,0
74,2020-08-20 21:00:49,"Salvador, Brasil","O juiz tá buscando qualquer faltinha pra os caras, e quem cair na área, mesmo que seja chuva, ele vai checa o VAR.",0
75,2020-08-20 20:59:35,Salvador,"Quero ver se esse juiz vai dar 45 minutos de acréscimos mesmo!

Já pode acabar o jogo, irmão. Chuva da porra, COVID no ar. Esquece isso de segundo tempo",0
76,2020-08-20 20:54:59,Salvador,"@igorlordelo Ainda mais com essa chuva aí, tem necessidade nenhuma de continuar esse jogo",0
77,2020-08-20 20:52:02,Salvador,"A chuva que ta caindo,e o Bahia não chuta uma de fora da área. O pior é que nem chega para tentar o chute.",0
78,2020-08-20 20:50:30,Salvador-BA,"@_slavebitch1 entãoo kkkkkkkkkk
chuva de block",0
79,2020-08-20 20:46:47,"Salvador, Brasil","@MarceloFreixo Qual o erro nisso? Na greve o dinheiro entra, na chuva ou no sol o dinheiro entra, não tem risco de demissão, cheio de penduricalhos, qual problema de não reajustar por um ou dois anos? Use a casta baixa pra favorecer a elite!",0
80,2020-08-20 20:46:40,"Salvador, Brasil","Boatos que por conta da chuva o jogo pode terminar no primeiro tempo.
Alguém sabe se é verdade?",0
81,2020-08-20 20:37:59,"Harveytown (Salvador, Brasil)","O gramado está escorregando demais, mesmo considerando a chuva",0
82,2020-08-20 20:26:03,"Salvador, Brasil",@thalysonmariano Ele usam capa de chuva negoh,0
83,2020-08-20 20:08:29,Salvador,"Os dois zagueiros de área escorregaram em 4 minutos de jogo.
Se Isso for chuteira errada, pode dar merda... Parece que nunca jogaram com chuva",0
84,2020-08-20 20:08:00,"Salvador, Brasil","Tá barril essa chuva 
NOITE DE BAHEA",0
85,2020-08-20 20:07:01,"Salvador, Bahia","boa sorte para o departamento médico do @ECBahia com os jogadores pegando ""friage, chuva e a zorra"" e em salvador: 27 graus.",0
86,2020-08-20 20:05:58,BRASIL,"RT @ECBahia: ☔️ Muita chuva no estádio, além de vento frio. Vai pra cima deles, Esquadrão! #BBMP",1
87,2020-08-20 20:05:37,,"RT @ECBahia: ☔️ Muita chuva no estádio, além de vento frio. Vai pra cima deles, Esquadrão! #BBMP",1
88,2020-08-20 20:04:21,(7/45) ,"RT @ECBahia: ☔️ Muita chuva no estádio, além de vento frio. Vai pra cima deles, Esquadrão! #BBMP",1
89,2020-08-20 20:02:25,"Salvador, Brasil",caralho e essa chuva aí,0
90,2020-08-20 20:02:07,Salvador,"☔️ Muita chuva no estádio, além de vento frio. Vai pra cima deles, Esquadrão! #BBMP",0
91,2020-08-20 19:56:52,"Salvador, Brasil","essa chuva é pra abençoar meus meninos, fé e fé 

NOITE DE BAHEA",1
92,2020-08-20 19:49:40,"Salvador, Brasil","@LulaOficial o brasileiro sai de casa, pegando sol quente ou chuva pra votar e acha melhor votar nulo ou em bolsonaro do que no outro candidato! a culpa é mesmo do povo?",1
93,2020-08-20 19:13:02,salvador,@UniaoTricolorBa É por osmose. Pode cair chuva de granizo...,1
94,2020-08-20 19:05:14,"Salvador, Brasil",@DINICIOUSmusica chargistas façam logo o desenho de bozo ajeitando os guardas-chuvas nos 100 mil,0
95,2020-08-20 18:59:45,"Salvador, Brazil",@urubullish Chuva de dinheiro,0
96,2020-08-20 18:50:23,"Salvador, Brasil",Coisas que eu quero fazer depois da pandemia : tomar banho chuva..saudade❤,0
97,2020-08-20 18:36:22,"Salvador, Bahia, Brasil","Toda vez que vejo qualquer série ou filme ambientado em Londres comento dessa falta de sol. Sério, já bate a tristeza só de ver. E Seattle que é chuva o tempo todo. Assistindo The Killing eu me perguntava como as pessoas saíam de casa sem ser por obrigação.",0
98,2020-08-20 17:37:40,,"@pauloocesarpc Jovem, o meu é de 2012 aHaHahHahHahHH
Oito anos suportando todas as chuvas...
Eu preciso de um agasalho novo, de preferência do tipo desse, que não molha na chuva🤭",0
99,2020-08-20 17:33:19,Salvador - BA,@arturiot Vai ser chuva de Emmy aí viu,0
