,horario,local,texto,relevancia
37,2020-08-21 20:35:12,,"RT @dineves6: claro que ces gosta de frio e chuva, ces tem coberta, cama, e teto encima da cabeça",0
38,2020-08-21 20:34:10,"Guarapari, Brasil",RT @JanjaLula: Alguém sabe onde fecha a torneira??? 48hs de chuva ininterrupta 🌧🌧🌧🐸🐸🐸,1
39,2020-08-21 20:34:03,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0
40,2020-08-21 20:33:55,São Paulo,Eu tomei toda a chuva da manhã. Agora to tossindo feito um cachorro. 😞,0
41,2020-08-21 20:33:42,Estados Unidos,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0
42,2020-08-21 20:33:41,Sao Paulo - Brazil,"USE CAPA DE CHUVA COMO PIJAMA

PEGUE CARONA POR FORA DO VAGAO DA CPTM

CARREGUE O CELULAR SO ATE 5% E SAIA DE CASA ASSIM TODO DIA",0
43,2020-08-21 20:33:09,"Criciúma, Brasil",RT @JanjaLula: Alguém sabe onde fecha a torneira??? 48hs de chuva ininterrupta 🌧🌧🌧🐸🐸🐸,1
44,2020-08-21 20:32:44,"São Paulo, Brasil",Alguém sabe onde fecha a torneira??? 48hs de chuva ininterrupta 🌧🌧🌧🐸🐸🐸,1
45,2020-08-21 20:32:26,"São Paulo, Brasil",só quero uma trégua da chuva amanhã pela manhã para eu correr em paz,1
46,2020-08-21 20:31:53,"Cuiabá, Brasil","RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0
47,2020-08-21 20:31:15,"São Paulo, Brasil","@JSiqueira18 chuva é sinônimo de vida, Jé",0
48,2020-08-21 20:31:08,"São Paulo, Brasil","claro que ces gosta de frio e chuva, ces tem coberta, cama, e teto encima da cabeça",0
49,2020-08-21 20:30:50,"São Paulo, Brasil","Nasci nas Gerais, com este frio todo em SP, lembrei de bolinho de chuva com um cafezinho... não sei fazer o tal bolinho. Socorro.",0
50,2020-08-21 20:30:46,"São Paulo, Brasil","@carolvvilela1 Quando saiu com guarda chuva sempre esqueço no ônibus, então se molhar",0
51,2020-08-21 20:29:58,"Rio de Janeiro, Brasil","RT @carainay: @camilladelucas Camilla, boa tarde. Tudo bem?
Por favor, poderia ajudar dando RT? Minha amiga perdeu a casa com a chuva de te…",0
52,2020-08-21 20:29:43,"Aichach, Deutschland","RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0
53,2020-08-21 20:29:31,"São Paulo, Brasil","Queria entender porque o pessoal da série Dark não usa guarda chuva, um super temporal e eles andando como se nada estivesse acontecendo",0
54,2020-08-21 20:29:25,"São Bernardo do Campo, Brasil","A galera tudo postando sobre os entregadores...que sente dó... Que deve ser foda e blá blá blá mas quando a gente chega não sabe cadê o cartão, demora mó cota pra descer com a gente na chuva, esquece de pedir troco, e não dá nem 1$ de caixinha , faz favor",0
55,2020-08-21 20:29:22,"Ouro Branco, Brasil","RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0
56,2020-08-21 20:29:04,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0
57,2020-08-21 20:28:49,São Paulo,Chuva e frio bom pra ficar debaixo das cobertas assistindo um filmezinho... Toy story 4 com o filhão...👩‍👦,1
58,2020-08-21 20:28:05,Brasil - Interior de São Paulo,Tô fritando bolinho de chuva e eles estão saindo igual uns abortinho,0
59,2020-08-21 20:27:29,"São Paulo, Brasil","frio sem chuva é vida
frio com chuva é depressão",0
60,2020-08-21 20:27:15,"São Paulo, Brasil","Chuva + 6 graus na rua, já to imaginando a luta que vai ser para que eu chegue em casa, mas como minha mãe me ameaça caso eu saia da casa dela sem jantar, eu vou jantar e ir enfrentar esse frio até lá em casa.",1
61,2020-08-21 20:27:08,"Barrinha sp,Brasil ",RT @sepmemes_: NESSE FRIO E NESSA CHUVA EU TENHO MAIS PREGUIÇA QUE ALGUNS JOGADORES DO PALMEIRAS,1
62,2020-08-21 20:27:00,São Paulo,"Passando vontade de um pedalzinho, mas a chuva tá tirando noiz... https://t.co/0c7rYAF9fi",1
63,2020-08-21 20:25:52,,RT @meninozampolli: Namoral deveria ser crime ir trabalhar num frio desses + chuva,1
64,2020-08-21 20:24:58,"Campo Grande, Brasil","RT @jonathanvicent: Aparentemente o frio fez as pessoas ficarem em casa, transporte vazio, tudo mais ou menos vazio. O frio e chuva perfeit…",0
65,2020-08-21 20:24:32,"Palmas, Brasil","RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0
66,2020-08-21 20:23:52,São Paulo,"Eu nunca consegui, na verdade. Moro perto de uma quebrada chamada “Pantanal”. Quando chove alaga REAL. Galera falando “ah, essa chuva é boa porque melhora o ar”, mas fode a vida de uma galera... https://t.co/bFIij0jWgd",0
67,2020-08-21 20:23:19,"São Paulo, SP - Brasil","@RenanSantosMBL É difícil não escolher o Alonso lembrando de como o Prost era ruim de chuva. O Alonso tem menos títulos, mas é o melhor piloto desses 4 aí",0
68,2020-08-21 20:21:07,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0
69,2020-08-21 20:21:00,São Paulo,RT @cge_sp: Noite de sexta (21) começa com 9°C e sem chuvas. Há condição para chuvas fracas. TMín para madrugada 8°C. Sábado (22) TMín 8°C…,0
70,2020-08-21 20:20:32,"São Paulo, Brasil","@ancapball_br Frio sem chuva é uma merda, tempo seco e frio horrível",0
71,2020-08-21 20:20:25,Nova Holanda//Penha,chuva chataaaaaa,1
72,2020-08-21 20:20:20,São Paulo ,"Stock Car: Cesar Ramos dita o ritmo no frio e chuva de Sampa 

Veja mais: https://t.co/xdw6Jj3XIn https://t.co/HOHMqmakdm",0
73,2020-08-21 20:18:15,Osasco SP,"@Ani_S_Balbino ta igual aqui. a máxima aqui hoje foi 12. e ficou chovendo desde ontem a tarde até agora a pouco no final da tarde. depois da chuva toda, esfriou mais.",0
74,2020-08-21 20:15:43,"São João da Boa Vista, Brasil","RT @tricovotweets: Ontem, às 20h00, Paulinho Boia não foi relacionado para o jogo pois estava ""gripado"". Hoje pela manhã, treinou normalmen…",0
75,2020-08-21 20:14:49,"Centro, Porto Velho","RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0
76,2020-08-21 20:14:48,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0
77,2020-08-21 20:14:07,"São Paulo, Brasil","Brasileiro não gosta de frio, nem de calor e nem de chuva. Brasileiro gosta é de encher o saco e reclamar de tudo. Tamo junto.",0
78,2020-08-21 20:13:18,"São Paulo, Brasil","RT @cinesescsp: De 20 a 26 de agosto vocês poderão conferir: Inferninho, de Guto Parente e Pedro Diógenes; Torre das Donzelas, de Susanna L…",0
79,2020-08-21 20:12:44,"Dracena, Brasil","RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0
80,2020-08-21 20:12:10,"Night Court, Prithian 🌌","RT @carainay: @camilladelucas Camilla, boa tarde. Tudo bem?
Por favor, poderia ajudar dando RT? Minha amiga perdeu a casa com a chuva de te…",0
81,2020-08-21 20:11:55,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0
82,2020-08-21 20:10:58,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0
83,2020-08-21 20:09:12,Diadema - SP,"“Tempo Agora em Diadema: ☂ chuva moderada, com temperatura de 8 ºC e umidade relativa do ar de ✔ 87% (atualizado em 21/08/2020 20:09)” - KazzttorAMT https://t.co/UagWwEcvID",1
84,2020-08-21 20:09:06,Diadema - SP,"#TempoAgora em Diadema: ☂ chuva moderada, #temperatura de 8 ºC e #umidade de ✔ 87% (atualizado em 21/08/2020 20:09)",1
85,2020-08-21 20:08:04,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0
86,2020-08-21 20:07:42,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0
87,2020-08-21 20:05:26,"Limeira, Brasil","RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0
88,2020-08-21 20:05:10,"São Paulo, Brasil","Com toda essa chuva e esse frio , eu só fico pensando nos moradores  de rua 🥺",1
89,2020-08-21 20:04:55,"São Paulo, Brasil",Maior tédio em casa e nada p fazer c esss chuva chata,1
90,2020-08-21 20:04:12,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0
91,2020-08-21 20:03:55,"Sao Paulo, Brazil",Eu hoje pra essa chuva 🤧👇🏽 https://t.co/DIzCskhX4D,1
92,2020-08-21 20:02:54,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0
93,2020-08-21 20:02:54,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0
94,2020-08-21 20:01:10,"São Paulo, Brasil","@RappiBrasil aguardo o ressarcimento do meu dinheiro que foi cobrado indevidamente e não recebi os produtos, é claro, uma explicação e desculpas ao colaborador que ficou na chuva e no frio aguardando uma resposta de vocês.",0
95,2020-08-21 20:00:54,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0
96,2020-08-21 20:00:26,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0
97,2020-08-21 19:58:45,"São Paulo, Brasil",essa música me faz levantar do sofá e dançar na chuva com os amigos&gt; &lt;,0
98,2020-08-21 19:58:27,Brasília,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0
99,2020-08-21 19:58:23,São Paulo,"Porra de chuva do caralho, ia pular de bungee jump amanhã mas pelo visto nem vai rolar",1
