,horario,local,texto,relevancia
28,2020-08-22 20:53:15,RJ,"RT @niquefds: Graças a Deus o tempo melhora amanhã 🙏🏽 nós que temos lar, comida e cobertor seco vivemos reclamando, eu fico pensando nos mo…",0
29,2020-08-22 20:53:10,,"RT @lucigoncalvesa: nessa chuva e nesse frio eu só consigo agradecer por hoje ter um teto e sem infiltração, roupas de cama quentinhas, com…",0
30,2020-08-22 20:53:00,Rio de Janeiro,"RT @OperacoesRio: PREVISÃO DO TEMPO | de acordo com o @AlertaRio, a previsão para o sábado é de chuva fraca a moderada e de ventos moderado…",0
31,2020-08-22 20:52:57,,"Reclamar menos e agradecer mais. 🙏🏾
Dia corrido hoje na chuva.. 🙏💪",0
32,2020-08-22 20:52:49,"Rio de Janeiro, Brasil",Incrível como frio e chuva atrapalham TUDO,0
33,2020-08-22 20:52:44,Rio de Janeiro,"RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0
34,2020-08-22 20:52:24,"Rio de Janeiro, Brasil","chuva: a

wifi: boa noite",0
35,2020-08-22 20:51:59,"Rio de Janeiro, Brasil","RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0
36,2020-08-22 20:51:58,"Mesquita, Brasil",RT @faeel03: Na chuva ou no sol nós estamos aí 🧐💪🏽 https://t.co/lllsWK2MUO,0
37,2020-08-22 20:51:57,"Colubandê, São Gonçalo","RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0
38,2020-08-22 20:51:56,"Rio de Janeiro, Brasil",Que isso toda hora chove e parar 🤦🏾‍♂️,1
39,2020-08-22 20:51:51,,RT @nanreofc: É muito engraçado é só  cair uma chuva que todo mundo resolve ficar carente 🤣,0
40,2020-08-22 20:51:30,"Rio de Janeiro, Brasil","O tempo muda e com ele vem: frio, chuva, nariz entupido, espirros, garganta arranhando. Pqp hein... Sai pra lá",1
41,2020-08-22 20:51:07,Rio de Janeiro,"@kimpaim .
*era um desenho animado
de antigamente.
Da época de tbm:
Manda Chuva...Don Pixote..
Popeye...(na Tv)",0
42,2020-08-22 20:51:04,Nova Iguaçu ,"RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0
43,2020-08-22 20:50:58,,"RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0
44,2020-08-22 20:50:54,,"RT @niquefds: Graças a Deus o tempo melhora amanhã 🙏🏽 nós que temos lar, comida e cobertor seco vivemos reclamando, eu fico pensando nos mo…",0
45,2020-08-22 20:50:52,insta: jaquesousa07 🔥,"RT @niquefds: Graças a Deus o tempo melhora amanhã 🙏🏽 nós que temos lar, comida e cobertor seco vivemos reclamando, eu fico pensando nos mo…",0
46,2020-08-22 20:50:34,"Ipanema, Rio de Janeiro",Era só uns bolinhos de chuva com café 😅,0
47,2020-08-22 20:50:30,"Rio de Janeiro, Brasil","Lucas quer fazer as coisas e esquece de comprar as verduras, eu q n vou pra chuva",1
48,2020-08-22 20:50:13,"Rio de Janeiro, Brasil",ainda bem que cheguei em casa antes dessa chuva chata do caralho,1
49,2020-08-22 20:49:59,"Rio de Janeiro, Brasil","Pego o dinheiro Jogo na bitch
Deu na previsão que hoje a chuva é de uísque 🎶🥃 https://t.co/WtZYsOhg0P",0
50,2020-08-22 20:49:29,setor norte,esse frio e essa chuva acabou com o meu sábado de eu poder sair hoje kiodio,0
51,2020-08-22 20:49:27,,"RT @EOJAPONESBB: Hj não tem previsão de chuva na 🍇
Pode prepara as malas que hj o coro come com 🎪 de ponta a ponta

🚩🇯🇵📀🎪🔥 
@Lebaida_Viuva",0
52,2020-08-22 20:49:22,aonde os alemão não brt✌,"RT @playboywll: Que Deus proteja os moradores de rua desse frio, e dessa chuva 🥶😔😔🙏🙏",1
53,2020-08-22 20:48:48,021,Deu na previsão que hj é chuva de whisky,0
54,2020-08-22 20:48:42,Rio de Janeiro,@OGlobo_Rio Não lembro dessa chuva toda aí.,0
55,2020-08-22 20:48:26,"Vila Valqueire, Rio de Janeiro","RT @jeansilva_22: 5 reais de taxa é caro  ne senhor cliente? mas isto voces não vê , de baixo de forte chuva ou sol quente fique em paz que…",0
56,2020-08-22 20:48:23,Valentina Rodrigues.💓,"RT @niquefds: Graças a Deus o tempo melhora amanhã 🙏🏽 nós que temos lar, comida e cobertor seco vivemos reclamando, eu fico pensando nos mo…",0
57,2020-08-22 20:48:18,,RT @bandnewsfmrio: Carro afunda em cratera de obra em Niterói após chuvas intensas na cidade. Prefeitura diz que o veículo já foi retirado.…,0
58,2020-08-22 20:48:15,"Nilópolis, Brasil",Anda em Nova Iguaçu com chuva e muito ruim🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️,1
59,2020-08-22 20:47:50,,"RT @jonaathanvieira: Frio desnecessário, chuva desnecessária, tempo mais sem graça 😑",1
60,2020-08-22 20:47:40,"Cordovil, Rio de Janeiro","Vocês que queria estavam desanimados por causa da chuva, a chuva até parou pra vocês curti @Conexaodeluxo_
Essa chance não terá duas vezes eae agora vai??",0
61,2020-08-22 20:47:36,Cerra coral 🇯🇵✌ Tropa J 🇵🇰,O Rio de Janeiro não combina com chuva e nem frio pprt 🥶🤦‍♀️😔💪,0
62,2020-08-22 20:47:11,"Vila Norma, São João de Meriti",RT @faeel03: Na chuva ou no sol nós estamos aí 🧐💪🏽 https://t.co/lllsWK2MUO,0
63,2020-08-22 20:47:01,Alessandra e Jacó,"RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0
64,2020-08-22 20:46:36,Rio de janeiro ,"Essa chuva já pode passar, quero sair de casa",1
65,2020-08-22 20:46:16,"Santa Teresa, Rio de Janeiro","Muito ruim ficar sem contar o cabelo, tnc dessa chuva...",1
66,2020-08-22 20:46:00,"Rio de Janeiro, Brasil","Ninguém para a dona barbara, nem mesmo a chuva",0
67,2020-08-22 20:46:00,Complexo Da Vila Norma ❤,"RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0
68,2020-08-22 20:45:26,"Rio de Janeiro, Brasil ",A chuva parou mais o frio tá insuportável 😔...,0
69,2020-08-22 20:45:16,João Lucas 😭🖤✨,"RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0
70,2020-08-22 20:45:16,"Rio de Janeiro, Brasil","RT @meninodohomem5: Odeio chuva,só fico dentro de casa e não gosto de ficar em casa 🤦🏼‍♂️🤬",0
71,2020-08-22 20:44:56,"Rio de Janeiro, Brazil","RT @OperacoesRio: CHUVA MODERADA M PONTOS ISOLADOS DA ZONA OESTE DO RIO
Maior registro nos últimos 15 min foi em Sepetiba (2,8mm). #chuvarj…",1
72,2020-08-22 20:44:04,"Bangu, Rio de Janeiro","Amanhã quero ir sair, c ou sem chuva",0
73,2020-08-22 20:43:50,Liberdade irmão 🥺😩,"RT @Moraes_giulia15: eu amo frio, mas chuva eu não suporto",0
74,2020-08-22 20:43:43,"Santa Cruz, Rio de Janeiro",Queria brota lá no Arruda mais essa chuva tá foda,1
75,2020-08-22 20:43:36,027,"RT @lucigoncalvesa: nessa chuva e nesse frio eu só consigo agradecer por hoje ter um teto e sem infiltração, roupas de cama quentinhas, com…",0
76,2020-08-22 20:43:30,,"RT @Bailedemarrocos: COMO DITO NA PREVISÃO DO TEMPO, A CHUVA SÓ IRIA ATÉ 19H APARTI DE AGORA NA FÉ NÃO VAI CHOVER MAIS, SEGUE AS FODAS 🎶💣🇲🇦…",0
77,2020-08-22 20:43:21,Tijuca,"RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0
78,2020-08-22 20:42:51,"Rio de Janeiro, Brasil","RT @hfloret: Precisamos tirar nosso chapéu para a @LexaOficial. Já gravou música, já cantou no Maraca, ontem tava de noite na chuva sem cob…",0
79,2020-08-22 20:42:41,06/05👩‍👦👣,"RT @niquefds: Graças a Deus o tempo melhora amanhã 🙏🏽 nós que temos lar, comida e cobertor seco vivemos reclamando, eu fico pensando nos mo…",0
80,2020-08-22 20:42:38,,RT @Po_Luciano07: Trabalhar na chuva é ruim pra crl,0
81,2020-08-22 20:42:37,"Nova Iguaçu, Brasil",@princewhth A chuva acaba c a minha vontade de sair de casa 🥺,0
82,2020-08-22 20:42:36,araruama/rj,"RT @niquefds: Graças a Deus o tempo melhora amanhã 🙏🏽 nós que temos lar, comida e cobertor seco vivemos reclamando, eu fico pensando nos mo…",0
83,2020-08-22 20:42:35,,"RT @niquefds: Graças a Deus o tempo melhora amanhã 🙏🏽 nós que temos lar, comida e cobertor seco vivemos reclamando, eu fico pensando nos mo…",0
84,2020-08-22 20:42:20,"Rio de Janeiro, Brasil","@bibiluaceu Céu tá limpinho, só tá frio, a chuva já acabou. Bora agitar a vida!!!!",0
85,2020-08-22 20:42:02,,"RT @meninodohomem5: Odeio chuva,só fico dentro de casa e não gosto de ficar em casa 🤦🏼‍♂️🤬",0
86,2020-08-22 20:42:00,"Vqq City , RJ, Brasil 🇧🇷","RT @niquefds: Graças a Deus o tempo melhora amanhã 🙏🏽 nós que temos lar, comida e cobertor seco vivemos reclamando, eu fico pensando nos mo…",0
87,2020-08-22 20:41:41,SEGUE VOCÊ ,"RT @meninaaaa90: Chuva desnecessária, frio desnecessário, mês desnecessário...😖",1
88,2020-08-22 20:41:31,"Carazinho, Brasil","RT @rmotta2: Tive que sair nessa chuva pra resolver um assunto.
Parei no sinal em frente a um bar.
LO-TA-DO.
Nunca pensei que fosse ficar t…",0
89,2020-08-22 20:41:27,,"RT @_lelaris: frio chuva tudo molhado
eu: vo de chinelo",0
90,2020-08-22 20:41:27,Brazil,"RT @ViviWerneck: Gente, se tudo der certo e a Internet permitir (porque quando chove muito, já viu né?) hoje tem live, às 20h, no meu canal…",1
91,2020-08-22 20:41:13,,"RT @niquefds: Graças a Deus o tempo melhora amanhã 🙏🏽 nós que temos lar, comida e cobertor seco vivemos reclamando, eu fico pensando nos mo…",0
92,2020-08-22 20:41:02,No coração delas,"RT @meninodohomem5: Odeio chuva,só fico dentro de casa e não gosto de ficar em casa 🤦🏼‍♂️🤬",0
93,2020-08-22 20:40:57,Tijuca - Rio de Janeiro,"Boa noite TIJUCA! 
E a chuva se foi?
Agora no Largo da Segunda-Feira os termômetros marcam 17°C.
Uma noite de muita PAZ para todos!
#RadarTijucano https://t.co/0fGvjG2IhB",0
94,2020-08-22 20:40:47,Carregando...,"RT @Bailedemarrocos: COMO DITO NA PREVISÃO DO TEMPO, A CHUVA SÓ IRIA ATÉ 19H APARTI DE AGORA NA FÉ NÃO VAI CHOVER MAIS, SEGUE AS FODAS 🎶💣🇲🇦…",0
95,2020-08-22 20:40:44,,"RT @mariozinholago: Em meio à pandemia, ao frio e à chuva, o prefeito Bruno Covas joga na rua mulheres, homens e crianças, como se os empob…",0
96,2020-08-22 20:40:42,🇭🇷,"RT @jeansilva_22: 5 reais de taxa é caro  ne senhor cliente? mas isto voces não vê , de baixo de forte chuva ou sol quente fique em paz que…",0
97,2020-08-22 20:40:41,,"RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0
98,2020-08-22 20:40:40,022,RT @TrechoPagode: Olha a chuva caindo lá fora e a casa inteira só pra gente. Será que pode melhorar? Que tal um chocolate quente? 🎶,0
99,2020-08-22 20:40:39,"Campo grande, jardim leticia🚩","RT @AmorInBar1: Só agradecer nosso público que nos abraçaram até na chuva, +1 sucesso ✍🏾
Semana que vem tem novamente no msm local 🥵🙌🏽✍🏾 ht…",0
