,horario,local,texto,relevancia
60,2020-08-22 16:38:06,"Recife, Brasil","@ryass08 @escolanosense @Ale_vieh @LauroCsar9 @Gabiluany1 Sim 🥰
Eu me amarrk num guarda chuva mesmo",0
61,2020-08-22 16:35:26,,"RT @LorranPhelipe: Como posso desejar chuva e neve, se tem gente que dorme no relento! https://t.co/PgOQehbvuS",0
62,2020-08-22 16:34:01,"Recife, Brasil",numa chuva da porra e o tem coragem de cancelar,1
63,2020-08-22 16:30:21,"Recife, Brasil","Tá vendo essa chuva? São os anjos chorando pq a gente não tá se pegando agora 

UOOOOO MEU LENÇOL DROBADO 🎶🎵",0
64,2020-08-22 16:27:32,"Recife, Pernambuco",Deus é tão bom que o tempo só fechou pra chuva assim que cheguei em casa.,0
65,2020-08-22 16:25:42,"Recife, Brasil",Muita chuva na bela Recife,1
66,2020-08-22 16:25:32,"Recife, Brasil",@DreydDanilo90 Silêncio: chove no interior pernambucano,1
67,2020-08-22 16:25:29,"Recife, Brasil","Na hora de sair pra um rolê, esse carai chove. Tempo indeciso da porra Recife tem. Pqp",1
68,2020-08-22 16:23:08,Recife ,cinco minutos de chuva e o ibura de baixo se acaba na água kkkkk,1
69,2020-08-22 16:22:43,,RT @mourajoycee: porra chuva me ajude,0
70,2020-08-22 16:22:23,Recife.,Eu deveria cobrar mais pra fazer entrega em dia de chuva sinceramente,0
71,2020-08-22 16:21:02,"Recife, Brasil",vim pa casa numa chuva do cão,0
72,2020-08-22 16:18:17,"Recife, Brasil",porra chuva me ajude,1
73,2020-08-22 16:16:53,"Recife, Brasil",@orxamanda Chama chuva é? Cuidado 💓,0
74,2020-08-22 16:15:14,"Recife, Brasil",gente e essa chuva ?,1
75,2020-08-22 16:14:54,"Recife, Brasil",Chuva e sábado é um bagulho q combina dms,1
76,2020-08-22 16:13:27,,"RT @shairaom: como se fosse a chuva mesmo que deixou o caras fudidos daquele jeito 
aham, a “chuva”",0
77,2020-08-22 16:12:02,Recife - Pe,Nem parece que estava um sol massa mais cedo. Chuva da poxa agora. 🌧,1
78,2020-08-22 16:10:15,"Recife, Brasil","@alicia_regina_ @vitoriabelo90 @FrancyelleFons2 @Camilasantic Kkkkkkkkkkkkkkkkkkkkkkk! Um frio danado e nós de casaco e short (?)
E o pior foi: dormiram na minha cama e eu tive que dormir fora, tomei chuva, dormi no frio e amanheci doente 😡🤬",0
79,2020-08-22 16:09:43,"Recife, Brasil","Passou o dia todo estiado, ai na hora de eu sair pra correr chove ???",1
80,2020-08-22 16:08:40,"Recife, Brasil",Do nada essa chuva em Recife,1
81,2020-08-22 16:03:23,"Recife, Brasil","Moto é muito inútil, né? Se chove, tu tem que parar pra não chegar nos lugares feito um pinto molhado, se faz sol, tu derrete porq nem ar condicionado tem",0
82,2020-08-22 15:59:11,"Recife, Brasil","Começa painel, termina painel de tudo e eu não assisto NADA, pq não para de CAIR porra... chuva toda HORA TBM, to puta já!",1
83,2020-08-22 15:57:30,"Recife, Brasil",Afim de beber mais. A chuva atrapalhando meu rolê aff,1
84,2020-08-22 15:49:07,"Recife, Brasil","Iai porra de chuva, vai toma no cu malucona",1
85,2020-08-22 15:47:34,"Recife, Brasil",chuva morgou meu role de skate q era só eu e eu,0
86,2020-08-22 15:44:02,"Recife, Brazil","Clima em Recife:
Temperatura: 25ºC 🤧
Sensação Térmica: 25ºC 🤧
Aparência: Chuva leve 🌦️
Umidade do ar: 84%",1
87,2020-08-22 15:25:03,,"RT @makhnovitinho: ""O samba já é uma música negra. E os sambas mais antigos, dos principais sambistas, falavam todos sobre os seus problema…",0
88,2020-08-22 15:24:49,"Pernambuco, Brasil","""O samba já é uma música negra. E os sambas mais antigos, dos principais sambistas, falavam todos sobre os seus problemas. Era o barraco, a chuva, a goteira dentro de casa, o desemprego, a dificuldade para dar comida em casa e tal.""

https://t.co/kTCuM7lSZV",0
89,2020-08-22 15:24:45,,"RT @LorranPhelipe: Como posso desejar chuva e neve, se tem gente que dorme no relento! https://t.co/PgOQehbvuS",0
90,2020-08-22 15:19:33,Recife,"@veramagalhaes Vem pra Recife, aqui tá quente como sempre, msm com chuva 😠😠😠😠(pra temperatura e nao pra vc)",1
91,2020-08-22 15:14:16,Pernambuco ,@louis_gostavo O povo aqui chega fica bestinho quando chove,0
92,2020-08-22 15:08:22,Recife - PE,uma coisa fez meu ano menos triste: saber q as chuvas esse ano foram bem menores do que no ano passado e que poucas pessoas ficaram desabrigadas,0
93,2020-08-22 15:06:19,Por hora no Rio Grande do Sul,"RT @LorranPhelipe: Como posso desejar chuva e neve, se tem gente que dorme no relento! https://t.co/PgOQehbvuS",0
94,2020-08-22 15:06:05,Recife Pernambuco,A vontade de ir trabalhar na chuva hj é zero,1
95,2020-08-22 15:02:16,"Recife, Brasil",O problema no filme parasita não era a chuva... https://t.co/p58ZhnAurW,0
96,2020-08-22 14:55:06,João Pessoa/PB,"RT @LorranPhelipe: Como posso desejar chuva e neve, se tem gente que dorme no relento! https://t.co/PgOQehbvuS",0
97,2020-08-22 14:54:06,"Recife, Brasil",Minutos antes de correr da chuva https://t.co/z6DmlLbgr5,0
98,2020-08-22 14:47:07,"Olinda, Brasil",INTERNET DE FDP DA UMA CHUVA CAI,1
99,2020-08-22 14:28:17,Brasil,"@amandagomes212 KKKKKKKKKK É bom demais po e é bem real você pega serviços, tem que tirar habilitação, abastecer o caminhão, fazer manutenção, anoitece, chove, se o caminhão quebrar você chama o reboque. É cheio de frescurinha kkk viciante 😅",0
